CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
062,0xd5f1,0xd5db,0x6c2dd766,0xcacf39f,11.5,21.5,20.113298237582967,0.0002454814378305247,0.0008647693949182522,0.00010095242686904707,2024-07-12 10:55:59.411536,20.113298237582967,0.0002460094639405397,-0.0011634638621246807,0.00010047208061165884,2024-07-12 10:55:59.411536,10.428015564202333,0.00024607043295614943,0.0013719069101264525,0.00010171595270752745,2024-07-12 11:23:56.695594,11.920729381246659,0.0002458135646224478,-0.001056779252494755,0.00010067012395369659,2025-03-06 15:19:40.722273,-28.0434119172961,0.00024708189505714,-0.0013694012501960229,9.809012789296224e-05,2025-03-06 15:49:40.546424,-28.0434119172961,0.0002449739447866074,-0.0010788441673279525,0.00010090532506524123,2025-03-06 15:49:40.546424,True
063,0xe897,0xe835,0x2c2f6831,0x2c2f5292,20.0,20.0,20.190737773708705,0.000245556065901049,-0.001483955105199164,0.00010201390113386225,2024-07-12 11:02:22.669264,20.190737773708705,0.00024466725046683305,0.003382456507078524,9.633811662498548e-05,2024-07-12 11:02:22.669264,11.920729381246659,0.0002461217597437663,-0.0014531110937276992,0.00010229038116679138,2025-03-06 15:19:40.679227,10.307850766765853,0.00024524769218740443,0.003486498403064864,9.66222196789845e-05,2024-07-12 11:28:01.068802,-28.0434119172961,0.00024741397240994476,-0.0013858763167683419,0.00010304650775151027,2025-03-06 15:49:40.506782,-29.378576333257037,0.00024688038169237,0.0018995271989727391,9.462506368251713e-05,2024-07-12 12:08:18.628314,True
064,0xd640,0xd641,0x6c2e47c9,0x642c406e,19.0,14.5,22.019913023575185,0.0002449832340706954,-0.0010785285223469665,9.833127517117415e-05,2025-03-05 08:55:46.509261,26.703669794766157,0.0002466354181935965,-0.0012333169342258476,9.577265658227889e-05,2025-03-05 09:25:32.920199,10.833905546654456,0.0002437712709663697,-0.0005321096526854641,0.00010016560209653378,2024-07-11 10:04:41.685510,10.833905546654456,0.00024458029570785907,0.0004934338077074996,9.859931227665707e-05,2024-07-11 10:04:41.685510,-28.451972228580146,0.00024346643774762674,-0.001112352900524305,9.866860877731047e-05,2025-03-05 10:12:32.913344,-28.451972228580146,0.0002442792348398761,-0.0012114356915515212,9.542390939909705e-05,2025-03-05 10:12:32.913344,True
065,0xd623,0xd5fd,0x242dc309,0xac28a52e,None,None,22.116044861524372,0.0002452893458361211,-0.00017753714822560385,0.00010357538613077847,2024-07-23 10:49:13.788061,22.116044861524372,0.000244972346202293,0.0012894745834534649,9.433651397977108e-05,2024-07-23 10:49:13.788061,10.04615854123751,0.0002466103260060727,-0.0001236660173157822,0.00010375113522232699,2024-07-23 13:23:09.507336,10.04615854123751,0.00024405209215506193,0.0012660401460271586,9.31668258808228e-05,2024-07-23 13:23:09.507336,-29.42664225223163,0.0002498330257635295,9.43585955883175e-05,0.00010472434375477911,2024-07-23 12:00:39.943340,-29.42664225223163,0.0002396160426836766,0.0005030436622321943,8.948467263446568e-05,2024-07-23 12:00:39.943340,False
066,0xf1c2,0xf1c3,0x84aadbc9,0x2ca8feec,18.5,17.5,25.50202182040131,0.00024523916322613195,-0.0010132796908389752,9.517360030264542e-05,2025-03-06 15:03:54.076960,23.85175860227359,0.0002454633736900559,-0.001064620473394562,9.387961884637226e-05,2025-03-06 14:56:30.488912,10.289158464942396,0.00024444541512610724,0.0004067720065027425,9.719501594591697e-05,2024-07-11 10:02:36.142342,10.289158464942396,0.00024284210968450126,0.0014828761151334802,9.827178905807942e-05,2024-07-11 10:02:36.142342,-29.445334554055087,0.00024350136868306235,0.0006884600316061085,9.742575577468318e-05,2024-07-11 10:33:17.190962,-28.0434119172961,0.00024173185188207906,-0.000996195709600023,9.340412009896172e-05,2025-03-06 15:49:40.594082,True
067,0xd5c4,0xd5ab,0xc42feca2,0x24aa9582,12.5,19.0,26.893263141832605,0.00024552613404227064,-0.0013160587909560872,0.00010075294653348031,2024-07-12 13:49:07.274324,23.66750591287098,0.00024546524058048836,0.0018690414718352533,9.987166027906109e-05,2024-07-15 11:11:23.777290,11.600289921416035,0.00024610786472487327,-0.0013288743608637632,0.00010104556533789455,2025-03-05 09:40:55.054394,11.76585030899519,0.0002457676481831525,0.00019459082156580987,0.0001017432628728402,2024-07-15 16:31:03.533007,-28.451972228580146,0.00024750089499863504,-0.0012149208289918834,0.00010200104752823157,2025-03-05 10:12:32.933907,-28.451972228580146,0.0002460879939373247,-0.0015842951456078724,9.955317617950267e-05,2025-03-05 10:12:32.933907,True
068,0xd5f6,0xd5f4,0xecaefb85,0x4c2c380d,22.0,18.5,23.429846646829944,0.0002439569578249854,-0.0016263732329711567,9.173548243905019e-05,2024-07-15 11:07:10.901056,27.02410925459678,0.0002450810149752588,0.0023744112348340063,0.00010196402802645486,2024-07-12 13:47:05.693005,13.127718013275349,0.00024323542944204002,-0.0014455886736818302,9.383587052169483e-05,2024-07-15 16:29:23.483881,13.127718013275349,0.0002451444961052092,-0.00015278991864309255,9.557606517373041e-05,2024-07-15 16:29:23.483881,-28.451972228580146,0.00024231063449063836,-0.0016502931830417733,9.17737189895037e-05,2025-03-05 10:12:32.960776,-28.95132372014954,0.0002429391458872053,2.281059961212195e-05,9.555424988730062e-05,2024-07-15 15:54:24.246290,True
069,0xd608,0xd621,0xc42a1c57,0xa4a8c4c8,11.0,20.0,23.419165331502256,0.00024617117516867866,0.00033590156816859507,0.00010540807209529309,2024-07-15 11:05:38.773614,23.419165331502256,0.0002451745767279042,0.0007593460951383357,9.601704690452417e-05,2024-07-15 11:05:38.773614,14.636453803311205,0.00024641011755747723,-0.0010339296341552173,0.00010419182739535392,2024-07-15 16:27:38.463176,14.636453803311205,0.000245571587409473,0.00027482721733396165,9.552027088778693e-05,2024-07-15 16:27:38.463176,-29.346532387273975,0.0002452720814698818,-0.0007329488705519194,0.00010504820389635251,2024-07-15 15:52:46.355024,-29.346532387273975,0.0002464243369049209,0.0004297670238639917,9.552342363577873e-05,2024-07-15 15:52:46.355024,True
070,0xd62c,0xd62d,0xa42f9e40,0x6caa4781,16.5,20.5,27.360570687418942,0.00024587314986289946,1.2221787120791916e-05,9.917118795532664e-05,2024-07-12 13:42:39.243092,27.360570687418942,0.00024542053129200035,1.8970802656559371e-06,0.00010453497440667927,2024-07-12 13:42:39.243092,14.227893492027164,0.0002451066078623813,-0.0005459298858092598,9.206471298485387e-05,2024-07-15 16:26:01.623826,11.600289921416035,0.0002461100545541695,-0.0010640647161677674,0.00011098387785362516,2025-03-05 09:40:55.103768,-29.084840161745632,0.00024250100125082437,-0.0008567179634276778,9.127245600876871e-05,2024-07-15 15:50:49.277665,-28.451972228580146,0.0002466766458367511,-0.0010828713045737404,0.00011215167168969287,2025-03-05 10:12:32.984961,False
071,0xf1ac,0xf1aa,0xac2d6981,0xcc2db260,16.0,6.5,27.28847180895704,0.00024504081988029286,-0.00017095047833692867,9.985321614241982e-05,2024-07-12 13:40:13.608536,24.444571602960252,0.0002449875158294744,0.0010953466097802789,0.00010083394097002484,2024-07-15 14:34:05.941900,11.776531624322878,0.0002456107297203456,-0.0017885562877764105,9.94741689943837e-05,2024-07-15 16:22:41.628922,11.776531624322878,0.0002466919912140629,2.7364207099145332e-05,9.968462110045852e-05,2024-07-15 16:22:41.628922,-29.188982986190585,0.00024341889332224874,-0.0020960714529041913,9.90649357327664e-05,2024-07-15 15:47:30.284357,-29.188982986190585,0.00025204961396275196,-0.00015404863976797856,9.990335582617237e-05,2024-07-15 15:47:30.284357,False
072,0xe896,0xe895,0x4c295b57,0xacaf93c5,19.0,9.5,27.336537727931642,0.0002457253298439702,0.0015197777360946851,0.00010181963498627444,2024-07-12 13:38:13.865021,27.336537727931642,0.0002447816903859147,0.001793248358000099,9.923601301625588e-05,2024-07-12 13:38:13.865021,13.266575112535286,0.0002449502742299134,-0.0006548452996169019,0.00010058375964544018,2024-07-15 16:24:22.640398,13.266575112535286,0.0002446717307669836,0.0005299493172716274,0.00010066513572468358,2024-07-15 16:24:22.640398,-29.258411535820557,0.00024437313040635855,-0.0008886729163481988,0.00010138281036619011,2024-07-15 15:49:08.322824,-29.258411535820557,0.0002413154273996955,0.00026058060464234645,0.00010022394038009699,2024-07-15 15:49:08.322824,True
073,0xd62b,0xd642,0xc4ab0832,0x24aa9cd1,10.0,16.0,26.789120317387656,0.00024555653465594746,-0.0007841332073333374,0.00010286539196491393,2024-07-12 13:51:17.297796,20.874341954680702,0.00024490774433010487,0.0003209756213206627,0.00010179536500973275,2024-07-16 10:22:36.789711,10.006103608758679,0.00024433556837794197,-0.0011200263433575053,9.269350670971981e-05,2024-07-22 15:32:25.510313,10.006103608758679,0.00024498861487345615,-0.0001992429904835169,0.00010160516293170387,2024-07-22 15:32:25.510313,-28.95132372014954,0.00024229015600460023,-0.0006567484404176316,9.144397163722567e-05,2024-07-16 11:22:01.357661,-28.95132372014954,0.00024521924139137854,0.0008601576557112911,0.00010195796032234961,2024-07-16 11:22:01.357661,True
074,0xd646,0xd644,0xc42fba04,0x4c2ffdad,13.0,19.5,26.703669794766157,0.0002455664609301824,-0.0008073667802110385,9.982533407893833e-05,2025-03-05 09:25:33.004002,26.703669794766157,0.00024586695744612674,-0.0009049665692908437,9.746335588891979e-05,2025-03-05 09:25:33.004002,11.600289921416035,0.0002456987459816493,-0.0008333191083428337,9.996809099618876e-05,2025-03-05 09:40:55.129370,11.600289921416035,0.00024557322599113825,-0.0009282356941974768,9.742654689229382e-05,2025-03-05 09:40:55.129370,-28.451972228580146,0.00024574969827378083,-0.0008940555378761927,0.00010017822474140821,2025-03-05 10:12:33.012609,-28.451972228580146,0.00024482663216107107,-0.0009807922439667993,9.727542629632408e-05,2025-03-05 10:12:33.012609,True
075,0xd614,0xd613,0xec297f1f,0x44acbe30,7.0,17.0,23.71557183184558,0.0002452606302425432,-0.0011111773100861422,0.00010002169972771991,2024-07-15 11:16:32.388765,23.71557183184558,0.0002455646244160621,0.0002976571804136352,0.00010218733449483296,2024-07-15 11:16:32.388765,10.900663767452507,0.0002443629571141408,-0.001743890293852357,9.916909024855085e-05,2024-07-15 16:34:59.174577,10.900663767452507,0.00024546269375675414,-0.00013942392592580788,0.00010189875902146415,2024-07-15 16:34:59.174577,-29.29846646829938,0.00024113850178151267,-0.0020667772099844384,9.8772097103752e-05,2024-07-15 15:59:31.579764,-29.29846646829938,0.0002446205993514842,-2.215963622831385e-05,0.0001020208929709563,2024-07-15 15:59:31.579764,True
076,0xe8b7,0xe89b,0xacac7dd8,0xa4abe625,6.0,16.0,20.164034485389493,0.00024443530857714993,0.001545805486504126,9.855019241258444e-05,2024-07-12 10:53:56.890204,20.164034485389493,0.0002445316511446267,0.001135024908286597,9.633622079732652e-05,2024-07-12 10:53:56.890204,10.48142214084077,0.00024374800198738198,0.0025414681695357655,9.949874832937888e-05,2024-07-12 11:21:51.699407,10.48142214084077,0.00024428899663668985,0.0010422027168139336,9.605281179339991e-05,2024-07-12 11:21:51.699407,-29.007400625619898,0.00024087295162048293,-7.20420974499314e-05,9.702188275805996e-05,2024-07-12 12:01:38.798923,-29.007400625619898,0.0002432203857537882,0.00105906069270989,9.487635750629542e-05,2024-07-12 12:01:38.798923,True
077,0xe89a,0xe87d,None,None,23.0,14.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
078,0xf22e,0xf230,None,None,24.0,7.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
079,0xe894,0xe881,0x2c2a2aef,0x642a150e,19.0,11.0,20.15068284122988,0.0002464893077557532,-0.0002431483896838671,9.99551939366113e-05,2024-07-16 15:14:12.384201,20.682078278782328,0.00024509658881553413,2.100257810544459e-05,0.00010008155142576262,2024-07-16 10:25:18.748051,13.370717936980242,0.00024678274917085775,8.724934961001907e-05,0.00010022794997373806,2024-07-16 16:15:07.364216,11.114290074006256,0.00024550996104830456,0.00026018845184228034,0.00010008233675028585,2024-07-16 12:05:13.570468,-28.321126115815975,0.0002508035593365207,4.5449992551738205e-06,0.00010108681283359554,2024-07-16 15:41:45.740356,-29.047455558098726,0.0002455642440105605,0.0006400807827539046,0.00010103567135982617,2024-07-16 11:25:02.404402,False
080,0xe898,0xe821,0xcaa2221,0x4c2cc234,21.0,15.5,20.540550850690465,0.00024500111739718893,-0.000747493801183774,9.827241268601482e-05,2024-07-16 10:28:02.814664,20.540550850690465,0.0002458237705440818,-0.0001573779430643074,0.00010600495404907932,2024-07-16 10:28:02.814664,10.660334172579539,0.0002452135844787708,-0.0008747389378441772,9.802806506048728e-05,2024-07-16 12:08:14.084062,10.660334172579539,0.0002465759620065457,-0.0001232396804979885,0.00010615912074849361,2024-07-16 12:08:14.084062,-29.13824673838407,0.00024356275165844128,-0.00047663911179174345,9.667524106467448e-05,2024-07-16 11:27:54.470991,-29.13824673838407,0.00024788781912017123,0.0003630273036211995,0.0001077559089302411,2024-07-16 11:27:54.470991,True
081,0xf217,0xf215,0xcc2e5944,0xc42aa129,8.5,18.0,21.779583428702225,0.000245368119525925,-0.0003340584152260462,9.968860791678329e-05,2024-07-23 10:35:26.670215,21.62470435645075,0.0002514254749576383,0.03854387853254648,0.00012711560331055157,2024-07-23 10:32:19.702837,10.062180514229041,0.0002450157741122213,-0.0006787087433222094,9.96997658163249e-05,2024-07-23 13:12:00.349171,10.062180514229041,0.0002457112208158103,0.0002358857247714563,9.850231208745482e-05,2024-07-23 13:12:00.349171,-29.402609292744337,0.00024298822233588768,-0.0004224971559354529,0.00010023051738210891,2024-07-23 11:55:53.201442,-29.402609292744337,0.00024566065528453565,0.0007306484900121424,9.964617169307953e-05,2024-07-23 11:55:53.201442,False
082,0xf1e5,0xf1e4,0xcaca6ca,0xca9cac5,18.5,18.5,21.296253910124364,0.0002457416070833221,-0.0006738097190983061,0.00010097506331453293,2024-07-25 14:01:15.391497,22.062638284885935,0.0002461701798164968,0.0005324585089698797,9.962264824471346e-05,2024-07-23 10:45:29.493276,13.21049820706493,0.0002456964310028345,-0.000551505615435377,0.00010135845309567472,2024-07-25 15:01:56.010815,10.059510185397116,0.00024672249910669434,4.508932169910995e-06,0.0001004732898320054,2024-07-23 13:13:35.496648,-28.900587472343023,0.00024617489559427034,-0.0007733840549238868,0.00010255034056699577,2024-07-25 14:38:44.955885,-29.287785152971693,0.0002485038477307239,0.0004731456452597427,0.00010083801777953217,2024-07-25 14:43:20.943578,False
083,0xf1a8,0xf1a6,None,None,21.5,12.0,24.5,0.0002459036305478857,-0.0007558905788474513,0.00010439464055293017,2024-07-24 12:11:33.147300,24.0,0.00024554382671109127,0.00012770008548074196,9.837881660464778e-05,2024-07-24 12:04:04.144580,11.97947661554894,0.0002459432695816637,-0.0007999858443910046,0.00010486063950038642,2024-07-24 13:24:07.300502,11.432059205004961,0.0002455097581967561,0.00010925061349564835,9.856426317962624e-05,2024-07-24 13:32:10.320569,-29.164950026703288,0.00024645423977162043,-0.0010668858264472059,0.00010640166500024262,2024-07-24 13:01:42.848527,-29.164950026703288,0.00024538693420250577,-7.382183200932424e-05,9.909714388129398e-05,2024-07-24 13:01:42.848575,True
084,0xd610,0xd611,0x44aa56e2,0xe4acf9eb,12.0,8.0,20.43373769741359,0.00024513725949242747,-0.0006884400426122594,9.792899988829143e-05,2024-07-16 10:31:28.454660,20.43373769741359,0.00024572912360158673,0.0005688605337710317,9.750762785585333e-05,2024-07-16 10:31:28.454660,11.600289921416035,0.00024533988412024437,-0.0010486030258354817,9.619330288609219e-05,2025-03-05 09:40:55.150292,10.614938582436864,0.0002459879787578654,6.014123687619888e-05,9.723602942884765e-05,2024-07-16 12:15:32.009755,-28.451972228580146,0.00024361327713753585,-0.0010616758296388418,9.62154659935675e-05,2025-03-05 10:12:33.035246,-29.09819180590524,0.0002448431936004031,2.963191262156384e-05,9.807978837440824e-05,2024-07-16 11:30:52.680462,True
085,0xf1d9,0xf1d8,0x44aa9a2e,0xcca9f535,11.0,16.5,20.10795757991913,0.00024508930710513834,-0.00039442670903300225,0.00010060972858248376,2024-07-16 10:40:31.446706,20.10795757991913,0.0002445524338296863,0.00011733694370136272,0.00010018607338976266,2024-07-16 10:40:31.446706,10.649652857251851,0.0002455400322614546,-0.0011245785858118862,0.00010013288558301696,2024-07-16 12:21:41.445938,10.649652857251851,0.00024455161450907115,0.00029399614933273144,0.00010008785107399442,2024-07-16 12:21:41.445938,-29.106202792401007,0.00024543935321947246,-0.00034579317132643617,0.0001013090459175237,2024-07-16 11:33:55.037583,-29.106202792401007,0.00024268143740030062,-0.0002349384700978674,0.000100765238163962,2024-07-16 11:33:55.037583,True
086,0xf1fc,0xf1fa,0x24a9698d,0x64adec25,7.0,16.0,20.049210345616842,0.00024517219729089303,-0.0006347620464794979,9.843529552927412e-05,2024-07-16 10:43:22.055276,20.049210345616842,0.00024498967629550195,0.0010158068670785836,9.923609459826069e-05,2024-07-16 10:43:22.055276,10.697718776226445,0.00024525767215868974,-0.0007259117246900537,9.768771156937711e-05,2024-07-16 12:29:22.591208,10.697718776226445,0.0002449066446528499,0.0008895646499886278,9.891586911813712e-05,2024-07-16 12:29:22.591208,-29.159609369039444,0.00024347090507431912,-0.0006370485590685426,9.779839946409208e-05,2024-07-16 11:36:50.993336,-29.159609369039444,0.00024234040321109511,0.0008771595888477646,9.936678565441152e-05,2024-07-16 11:36:50.993336,True
087,0xf1ab,0xf1a9,0xa42f7352,0x4a8b9bf,16.5,6.0,22.32967116807812,0.0002461035146640918,-0.001465654902496949,9.449326397854213e-05,2024-07-26 12:18:32.565051,24.359121080338753,0.0002444174846658896,0.0003309926750893477,9.604346960995887e-05,2024-07-26 12:32:24.678264,10.398641947051196,0.00024626033080059714,-0.001644831262437807,9.444427249719762e-05,2024-07-26 14:11:38.445642,12.476157778286414,0.00024309262710715503,5.868953961629675e-05,9.52670989172889e-05,2024-07-26 14:05:57.628161,-29.247730220492866,0.000246060258472723,-0.0016203359874531476,9.513073173875708e-05,2024-07-26 13:36:45.862919,-29.247730220492866,0.00023529672266103466,-0.0002090821056363601,9.257404835848639e-05,2024-07-26 13:36:45.863396,False
088,0xe823,0xe8c5,0x8cade332,0x24a97793,16.0,15.0,22.32967116807812,0.0002451593329265182,-0.0018548902106514387,9.490721531198664e-05,2024-07-26 12:18:32.556303,23.64881361104753,0.0002447702041426272,1.4518906509775054e-05,9.846019322301771e-05,2024-07-26 12:28:41.329480,10.398641947051196,0.00024527986295921374,-0.0019918205557148405,9.471202392996337e-05,2024-07-26 14:11:38.432529,10.962081330586706,0.0002447156196771055,-7.21225880759846e-05,9.832190645954617e-05,2024-07-26 14:08:40.957712,-29.247730220492866,0.00024474069405361587,-0.0019186730057714207,9.373443190344787e-05,2024-07-26 13:36:45.853081,-29.247730220492866,0.0002436106725948297,-0.0004691639404226233,9.825389196610503e-05,2024-07-26 13:36:45.853683,True
