CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,LpGBT_L0_version,LpGBT_L1_version,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
062,0xd5f1,0xd5db,0x6c2dd766,0xcacf39f,V1,V1,11.5,21.5,25.5020218204013,0.000245574448454998,-0.00138766988748884,9.74871534053728E-05,2025-03-06 15:03:54.030622,25.5020218204013,0.000246057599672672,-0.00102431171543288,0.000100577054977497,2025-03-06 15:03:54.030622,11.9207293812467,0.000246020707268743,-0.00138050219999208,9.76530726762496E-05,2025-03-06 15:19:40.722273,11.9207293812467,0.000245813564622448,-0.00105677925249476,0.000100670123953697,2025-03-06 15:19:40.722273,-28.0434119172961,0.00024708189505714,-0.00136940125019602,9.80901278929622E-05,2025-03-06 15:49:40.546424,-28.0434119172961,0.000244973944786607,-0.00107884416732795,0.000100905325065241,2025-03-06 15:49:40.546424,True
063,0xe897,0xe835,0x2c2f6831,0x2c2f5292,V1,V1,20,20,22.6047150377661,0.000245448598138094,-0.00276313845147924,0.000100855807773021,2025-06-10 08:22:45.054001,22.6047150377661,0.000244899233509744,-0.00103699784281863,9.17826101054578E-05,2025-06-10 08:22:45.054001,11.8566414892805,0.000245944652474363,-0.00280031107477796,0.000101046589986159,2025-06-10 08:42:48.670965,11.8566414892805,0.000245138535344938,-0.00106065549752293,9.17755027972074E-05,2025-06-10 08:42:48.670965,-27.9472800793469,0.000247233873237394,-0.00275134537358079,0.000101766690741879,2025-06-10 09:41:53.503606,-27.9472800793469,0.000245691965092142,-0.0010184320608887,9.18166730116895E-05,2025-06-10 09:41:53.503606,False
064,0xd640,0xd641,0x6c2e47c9,0x642c406e,V1,V1,19,14.5,22.0199130235752,0.000244983234070695,-0.00107852852234697,9.83312751711742E-05,2025-03-05 08:55:46.509261,26.7036697947662,0.000246635418193597,-0.00123331693422585,9.57726565822789E-05,2025-03-05 09:25:32.920199,11.600289921416,0.000244638964417452,-0.00108620304089313,9.83970440268536E-05,2025-03-05 09:40:55.033788,11.600289921416,0.000245950527146033,-0.00127462186134347,9.56455942076503E-05,2025-03-05 09:40:55.033788,-28.4519722285801,0.000243466437747627,-0.00111235290052431,9.86686087773105E-05,2025-03-05 10:12:32.913344,-28.4519722285801,0.000244279234839876,-0.00121143569155152,9.54239093990971E-05,2025-03-05 10:12:32.913344,True
065,0xd623,0xd5fd,0x242dc309,0xac28a52e,V1,V1,15.5,18.5,31.6411078049897,0.000245066644358027,-0.00117412106972536,0.000100729634883369,2025-05-16 13:29:50.378395,22.1160448615244,0.000244972346202293,0.00128947458345346,9.43365139797711E-05,2024-07-23 10:49:13.788061,11.7498283360037,0.000245654579245951,-0.00115115290328266,0.000101507861533813,2025-05-16 13:47:42.424100,10.0461585412375,0.000244052092155062,0.00126604014602716,9.31668258808228E-05,2024-07-23 13:23:09.507336,-28.0220492866407,0.000246856172818855,-0.00107907516419148,0.000102111349025652,2025-05-16 14:23:29.376435,-28.0380712596323,0.000242761528735439,0.0016664255449117,9.16131018491666E-05,2025-06-17 13:31:29.564454,False
066,0xf1c2,0xf1c3,0x84aadbc9,0x2ca8feec,V1,V1,18.5,17.5,25.5020218204013,0.000245239163226132,-0.00101327969083898,9.51736003026454E-05,2025-03-06 15:03:54.076960,23.8517586022736,0.000245463373690056,-0.00106462047339456,9.38796188463723E-05,2025-03-06 14:56:30.488912,11.9207293812467,0.000245076063911884,-0.000973172753761853,9.51977717173648E-05,2025-03-06 15:19:40.768585,10.2891584649424,0.000242842109684501,0.00148287611513348,9.82717890580794E-05,2024-07-11 10:02:36.142342,-28.0434119172961,0.000244612559726977,-0.000990564363798574,9.51443943485743E-05,2025-03-06 15:49:40.594082,-28.0434119172961,0.000241731851882079,-0.000996195709600023,9.34041200989617E-05,2025-03-06 15:49:40.594082,True
067,0xd5c4,0xd5ab,0xc42feca2,0x24aa9582,V1,V1,12.5,19,26.8932631418326,0.000245526134042271,-0.00131605879095609,0.00010075294653348,2024-07-12 13:49:07.274324,26.7036697947662,0.00024602123126513,-0.00152049989251957,9.86601947962963E-05,2025-03-05 09:25:32.937765,11.600289921416,0.000246107864724873,-0.00132887436086376,0.000101045565337895,2025-03-05 09:40:55.054394,11.600289921416,0.00024611793904601,-0.00155281747729547,9.89266846392854E-05,2025-03-05 09:40:55.054394,-28.4519722285801,0.000247500894998635,-0.00121492082899188,0.000102001047528232,2025-03-05 10:12:32.933907,-28.4519722285801,0.000246087993937325,-0.00158429514560787,9.95531761795027E-05,2025-03-05 10:12:32.933907,False
068,0xd5f6,0xd5f4,0xecaefb85,0x4c2c380d,V1,V1,22,18.5,23.4298466468299,0.000243956957824985,-0.00162637323297116,9.17354824390502E-05,2024-07-15 11:07:10.901056,26.7036697947662,0.000245804277153279,-0.00109154701018671,9.24116080052804E-05,2025-03-05 09:25:32.960598,11.600289921416,0.000243956957824985,-0.00162637323297116,9.17354824390502E-05,2025-03-05 09:40:55.080683,11.600289921416,0.000245517942317844,-0.00106613362890901,9.24386528318857E-05,2025-03-05 09:40:55.080683,-28.4519722285801,0.000242310634490638,-0.00165029318304177,9.17737189895037E-05,2025-03-05 10:12:32.960776,-28.4519722285801,0.000244664668230321,-0.00107977391828834,9.2399777953816E-05,2025-03-05 10:12:32.960776,False
069,0xd608,0xd621,0xc42a1c57,0xa4a8c4c8,V1,V1,11,20,23.4191653315023,0.000246171175168679,0.000335901568168595,0.000105408072095293,2024-07-15 11:05:38.773614,23.4191653315023,0.000245174576727904,0.000759346095138336,9.60170469045242E-05,2024-07-15 11:05:38.773614,14.6364538033112,0.000246410117557477,-0.00103392963415522,0.000104191827395354,2024-07-15 16:27:38.463176,14.6364538033112,0.000245571587409473,0.000274827217333962,9.55202708877869E-05,2024-07-15 16:27:38.463176,-29.346532387274,0.000245272081469882,-0.000732948870551919,0.000105048203896353,2024-07-15 15:52:46.355024,-29.346532387274,0.000246424336904921,0.000429767023863992,9.55234236357787E-05,2024-07-15 15:52:46.355024,True
070,0xd62c,0xd62d,0xa42f9e40,0x6caa4781,V1,V1,16.5,20.5,26.7036697947662,0.000246096220985304,-0.00145124229693472,9.07131384259361E-05,2025-03-05 09:25:32.981256,26.7036697947662,0.000245802250086364,-0.00113123172264923,0.000110325111835949,2025-03-05 09:25:32.981256,11.600289921416,0.000245670477224526,-0.00142164013296781,9.05993132222914E-05,2025-03-05 09:40:55.103768,11.600289921416,0.00024611005455417,-0.00106406471616777,0.000110983877853625,2025-03-05 09:40:55.103768,-28.4519722285801,0.000244590968650257,-0.00140144184503022,9.03241374722621E-05,2025-03-05 10:12:32.984961,-28.4519722285801,0.000246676645836751,-0.00108287130457374,0.000112151671689693,2025-03-05 10:12:32.984961,False
071,0xf1ac,0xf1aa,0xdaae9be0,0x32a8013e,V2,V2,16,6.5,27.288471808957,0.000245040819880293,-0.000170950478336929,9.98532161424198E-05,2024-07-12 13:40:13.608536,24.4419012741283,0.000245236124929278,0.000493298901101447,9.96997245459425E-05,2025-06-26 10:14:06.103072,11.7765316243229,0.000245610729720346,-0.00178855628777641,9.94741689943837E-05,2024-07-15 16:22:41.628922,11.9153887235828,0.000245981106918406,0.000489676086529944,9.97460895462647E-05,2025-06-26 10:39:04.415783,-27.8885328450446,0.000244966477336693,-0.0013897966843785,9.87072279105841E-05,2025-06-26 11:24:51.298472,-27.8885328450446,0.000247694710551728,0.000712856200510037,0.000100024196607758,2025-06-26 11:24:51.298472,False
072,0xe896,0xe895,0x4c295b57,0xacaf93c5,V1,V1,19,9.5,27.3365377279316,0.00024572532984397,0.00151977773609469,0.000101819634986274,2024-07-12 13:38:13.865021,27.3365377279316,0.000244781690385915,0.0017932483580001,9.92360130162559E-05,2024-07-12 13:38:13.865021,13.2665751125353,0.000244950274229913,-0.000654845299616902,0.00010058375964544,2024-07-15 16:24:22.640398,13.2665751125353,0.000244671730766984,0.000529949317271627,0.000100665135724684,2024-07-15 16:24:22.640398,-29.2584115358206,0.000244373130406359,-0.000888672916348199,0.00010138281036619,2024-07-15 15:49:08.322824,-29.2584115358206,0.000241315427399696,0.000260580604642346,0.000100223940380097,2024-07-15 15:49:08.322824,True
073,0xd62b,0xd642,0xc4ab0832,0x24aa9cd1,V1,V1,10,16,20.8743419546807,0.000244791977236952,-0.00150625756280642,9.33416795585509E-05,2024-07-16 10:22:36.789711,20.8743419546807,0.000244907744330105,0.000320975621320663,0.000101795365009733,2024-07-16 10:22:36.789711,10.0061036087587,0.000244335568377942,-0.00112002634335751,9.26935067097198E-05,2024-07-22 15:32:25.510313,10.0061036087587,0.000244988614873456,-0.000199242990483517,0.000101605162931704,2024-07-22 15:32:25.510313,-28.9513237201495,0.0002422901560046,-0.000656748440417632,9.14439716372257E-05,2024-07-16 11:22:01.357661,-28.9513237201495,0.000245219241391379,0.000860157655711291,0.00010195796032235,2024-07-16 11:22:01.357661,False
074,0xd646,0xd644,0xc42fba04,0x4c2ffdad,V1,V1,13,19.5,26.7036697947662,0.000245566460930182,-0.000807366780211039,9.98253340789383E-05,2025-03-05 09:25:33.004002,26.7036697947662,0.000245866957446127,-0.000904966569290844,9.74633558889198E-05,2025-03-05 09:25:33.004002,11.600289921416,0.000245698745981649,-0.000833319108342834,9.99680909961888E-05,2025-03-05 09:40:55.129370,11.600289921416,0.000245573225991138,-0.000928235694197477,9.74265468922938E-05,2025-03-05 09:40:55.129370,-28.4519722285801,0.000245749698273781,-0.000894055537876193,0.000100178224741408,2025-03-05 10:12:33.012609,-28.4519722285801,0.000244826632161071,-0.000980792243966799,9.72754262963241E-05,2025-03-05 10:12:33.012609,True
075,0xd614,0xd613,0xec297f1f,0x44acbe30,V1,V1,7,17,26.0574502174411,0.000244929174115511,-0.00155798840702881,9.7766490479045E-05,2025-06-16 11:27:45.900513,26.0574502174411,0.000245282363108374,0.000234252830745463,0.000100815404187244,2025-06-16 11:27:45.900513,11.7818722819867,0.00024458689057916,-0.00152440155313976,9.78231697839025E-05,2025-06-16 11:48:36.926929,11.7818722819867,0.000245303211228168,0.000256622942567286,0.000100901662614385,2025-06-16 11:48:36.926929,-28.0193789578088,0.000243394622559482,-0.00176233337314441,9.75282158386015E-05,2025-06-16 12:22:36.668965,-28.0193789578088,0.000244945926643992,0.000116453760546142,0.000100790106648209,2025-06-16 12:22:36.668965,True
076,0xe8b7,0xe89b,0x1aab7692,0x722e53aa,V2,V2,6,16,24.4419012741283,0.000245115854434899,-0.000240400377479244,9.61389912484095E-05,2025-06-26 10:14:06.160869,24.4419012741283,0.000244833752177973,0.00120650888873669,9.53368512408584E-05,2025-06-26 10:14:06.160869,11.9153887235828,0.000244760305738853,-0.000137038235532683,9.62258842180181E-05,2025-06-26 10:39:04.497201,11.9153887235828,0.000244763257461601,0.00114619361821072,9.51516224872117E-05,2025-06-26 10:39:04.497201,-27.8885328450446,0.000243421238229409,-0.000154978618854662,9.61374492469339E-05,2025-06-26 11:24:51.376073,-27.8885328450446,0.000244245120208874,0.0011091308203649,9.4599066570822E-05,2025-06-26 11:24:51.376073,True
077,0xe89a,0xe87d,0xccaf9f0c,0xec2a8f8a,V1,V1,23,14,26.0574502174411,0.000245964063631187,0.000183581809681699,9.87581525586249E-05,2025-06-16 11:27:45.926936,26.0574502174411,0.000245649739275154,0.000937324776523474,0.000101371810027972,2025-06-16 11:27:45.926936,11.7818722819867,0.000245865940672599,0.000225678236171811,9.8856646671908E-05,2025-06-16 11:48:36.954981,11.7818722819867,0.000245924940815845,0.000820704263865602,0.000101441510127796,2025-06-16 11:48:36.954981,-28.0193789578088,0.000245139821466178,0.000305085961020579,9.90258138668052E-05,2025-06-16 12:22:36.698979,-28.0193789578088,0.000246596367066619,0.000747163312690757,0.00010172323686089,2025-06-16 12:22:36.698979,True
078,0xf22e,0xf230,0x7a29da2c,0x322a1008,V2,V2,24,7,25.6115053025101,0.000245063917870355,-0.000796017442807273,9.98169445540133E-05,2025-06-27 11:00:03.532214,26.1429007400626,0.000245092989330327,0.000401261437717182,9.97118294914798E-05,2025-07-03 09:15:55.874534,11.3466086823835,0.000245477804548949,-0.000947691571873299,9.98522317529427E-05,2025-06-27 11:17:04.730128,11.1837186236362,0.000244860118313151,0.000367524134940178,9.96731527017312E-05,2025-07-03 09:27:47.120257,-28.0380712596323,0.000246298610717277,-0.00092031629110978,0.000100281133560955,2025-06-17 13:31:29.365505,-28.6015106431678,0.000244034431313649,0.000318151248564158,9.96955177642994E-05,2025-07-03 09:52:11.653509,True
079,0xe894,0xe881,0x2c2a2aef,0x642a150e,V1,V1,19,11,22.6047150377661,0.000245970359722374,-0.00179560586756677,9.8457069165883E-05,2025-06-10 08:22:45.180035,22.6047150377661,0.000245265258561456,0.00021221646811953,9.91923331969985E-05,2025-06-10 08:22:45.180035,11.8566414892805,0.000246383558556075,-0.00176448372477356,9.86048430858444E-05,2025-06-10 08:42:48.802312,11.8566414892805,0.000245351940230563,0.000190149449049104,9.92248738819454E-05,2025-06-10 08:42:48.802312,-27.9472800793469,0.000247634576087889,-0.00159858108062649,9.89045728899307E-05,2025-06-10 09:41:54.179431,-27.9472800793469,0.000245462649839999,0.000237866873288972,9.94344142012087E-05,2025-06-10 09:41:54.179431,False
080,0xe898,0xe821,0xcaa2221,0x4c2cc234,V1,V1,21,15.5,20.5405508506905,0.000245001117397189,-0.000747493801183774,9.82724126860148E-05,2024-07-16 10:28:02.814664,20.5405508506905,0.000245823770544082,-0.000157377943064307,0.000106004954049079,2024-07-16 10:28:02.814664,10.6603341725795,0.000245213584478771,-0.000874738937844177,9.80280650604873E-05,2024-07-16 12:08:14.084062,10.6603341725795,0.000246575962006546,-0.000123239680497989,0.000106159120748494,2024-07-16 12:08:14.084062,-29.1382467383841,0.000243562751658441,-0.000476639111791743,9.66752410646745E-05,2024-07-16 11:27:54.470991,-29.1382467383841,0.000247887819120171,0.0003630273036212,0.000107755908930241,2024-07-16 11:27:54.470991,False
081,0xf217,0xf215,0xcc2e5944,0xc42aa129,V1,V1,8.5,18,22.6047150377661,0.000245238826785997,-0.00175181946740788,9.70613893841261E-05,2025-06-10 08:22:45.262507,22.6047150377661,0.000245424682796005,3.64221815352672E-05,9.69503733606707E-05,2025-06-10 08:22:45.262507,11.8566414892805,0.00024506275135741,-0.00156612205448781,9.73231118155345E-05,2025-06-10 08:42:48.880429,11.8566414892805,0.000245435511824037,0.000196521270635519,9.71752951562523E-05,2025-06-10 08:42:48.880429,-27.9472800793469,0.000244334576584242,-0.00148858893755477,9.74947238987536E-05,2025-06-10 09:41:54.274768,-27.9472800793469,0.000245390825929932,0.000313272052759772,9.74430185277303E-05,2025-06-10 09:41:54.274768,True
082,0xf1e5,0xf1e4,0xda2f0b67,0xbaab2591,V2,V2,18.5,18.5,21.2962539101244,0.000245741607083322,-0.000673809719098306,0.000100975063314533,2024-07-25 14:01:15.391497,22.0626382848859,0.000246170179816497,0.00053245850896988,9.96226482447135E-05,2024-07-23 10:45:29.493276,13.2104982070649,0.000245696431002835,-0.000551505615435377,0.000101358453095675,2024-07-25 15:01:56.010815,10.0595101853971,0.000246722499106694,4.508932169911E-06,0.000100473289832005,2024-07-23 13:13:35.496648,-28.900587472343,0.00024617489559427,-0.000773384054923887,0.000102550340566996,2024-07-25 14:38:44.955885,-29.2877851529717,0.000248503847730724,0.000473145645259743,0.000100838017779532,2024-07-25 14:43:20.943578,False
083,0xf1a8,0xf1a6,None,None,V1,V1,21.5,12,24.5,0.000245903630547886,-0.000755890578847451,0.00010439464055293,2024-07-24 12:11:33.147300,24,0.000245543826711091,0.000127700085480742,9.83788166046478E-05,2024-07-24 12:04:04.144580,11.9794766155489,0.000245943269581664,-0.000799985844391005,0.000104860639500386,2024-07-24 13:24:07.300502,11.432059205005,0.000245509758196756,0.000109250613495648,9.85642631796262E-05,2024-07-24 13:32:10.320569,-29.1649500267033,0.00024645423977162,-0.00106688582644721,0.000106401665000243,2024-07-24 13:01:42.848527,-29.1649500267033,0.000245386934202506,-7.38218320093242E-05,9.9097143881294E-05,2024-07-24 13:01:42.848575,True
084,0xd610,0xd611,0x44aa56e2,0xe4acf9eb,V1,V1,12,8,26.7036697947662,0.000246108148196929,-0.00109048165865255,9.61263506597845E-05,2025-03-05 09:25:33.022784,26.7036697947662,0.000246399004172402,-0.00085656398402878,9.54085597754188E-05,2025-03-05 09:25:33.022784,11.600289921416,0.000245339884120244,-0.00104860302583548,9.61933028860922E-05,2025-03-05 09:40:55.150292,11.600289921416,0.000246317018199714,-0.000985623610203434,9.53545753114595E-05,2025-03-05 09:40:55.150292,-28.4519722285801,0.000243613277137536,-0.00106167582963884,9.62154659935675E-05,2025-03-05 10:12:33.035246,-28.4519722285801,0.000245788513005765,-0.00102407593866971,9.54077108408554E-05,2025-03-05 10:12:33.035246,True
085,0xf1d9,0xf1d8,0x44aa9a2e,0xcca9f535,V1,V1,11,16.5,20.1079575799191,0.000245202402497303,-0.00148701484549901,9.99827922534184E-05,2024-07-16 10:40:31.446706,20.1079575799191,0.000244552433829686,0.000117336943701363,0.000100186073389763,2024-07-16 10:40:31.446706,10.6496528572519,0.000245540032261455,-0.00112457858581189,0.000100132885583017,2024-07-16 12:21:41.445938,10.6496528572519,0.000244551614509071,0.000293996149332731,0.000100087851073994,2024-07-16 12:21:41.445938,-29.106202792401,0.000245554230526855,-0.00144738211359269,0.000101408322215193,2024-07-16 11:33:55.037583,-29.106202792401,0.000242681437400301,-0.000234938470097867,0.000100765238163962,2024-07-16 11:33:55.037583,True
086,0xf1fc,0xf1fa,0x24a9698d,0x64adec25,V1,V1,7,16,20.0492103456168,0.000245172197290893,-0.000634762046479498,9.84352955292741E-05,2024-07-16 10:43:22.055276,20.0492103456168,0.000245091914470727,-6.51415597408556E-05,9.77268000301196E-05,2024-07-16 10:43:22.055276,10.6977187762264,0.00024525767215869,-0.000725911724690054,9.76877115693771E-05,2024-07-16 12:29:22.591208,10.6977187762264,0.000244887863227321,0.000187363781523231,9.75562088944055E-05,2024-07-16 12:29:22.591208,-29.1596093690394,0.000243590994903183,-0.00177584865966923,9.69961208093672E-05,2024-07-16 11:36:50.993336,-29.1596093690394,0.000242459612844071,-0.000260229245971355,9.78548639070452E-05,2024-07-16 11:36:50.993336,True
087,0xf1ab,0xf1a9,0xa42f7352,0x4a8b9bf,None,None,16.5,6,22.3296711680781,0.000246103514664092,-0.00146565490249695,9.44932639785421E-05,2024-07-26 12:18:32.565051,24.0894178683146,0.000243848295548109,0.00010048120406625,9.52719170500819E-05,2026-02-03 11:12:21.821030,10.3986419470512,0.000246260330800597,-0.00164483126243781,9.44442724971976E-05,2024-07-26 14:11:38.445642,11.8245975432975,0.000242733749493309,5.20446546595221E-05,9.48418749065722E-05,2026-02-03 11:22:23.991684,-29.2477302204929,0.000246060258472723,-0.00162033598745315,9.51307317387571E-05,2024-07-26 13:36:45.862919,-28.1422140840772,0.000239675812631704,-9.43342479867715E-05,9.36499356481485E-05,2026-02-03 11:43:04.816312,None
088,0xe823,0xe8c5,0x8cade332,0x24a97793,V1,V1,16,15,22.3296711680781,0.000245159332926518,-0.00185489021065144,9.49072153119866E-05,2024-07-26 12:18:32.556303,23.6488136110475,0.000244770204142627,1.45189065097751E-05,9.84601932230177E-05,2024-07-26 12:28:41.329480,10.3986419470512,0.000245279862959214,-0.00199182055571484,9.47120239299634E-05,2024-07-26 14:11:38.432529,10.9620813305867,0.000244715619677106,-7.21225880759846E-05,9.83219064595462E-05,2024-07-26 14:08:40.957712,-29.2477302204929,0.000244740694053616,-0.00191867300577142,9.37344319034479E-05,2024-07-26 13:36:45.853081,-29.2477302204929,0.00024361067259483,-0.000469163940422623,9.8253891966105E-05,2024-07-26 13:36:45.853683,True
